adr_usd,review_score,dist_center_mi,room_count,service_score,repeat_visit_intent
196,8.79,0.2,320,60.4,165.85342167492016
150,8.33,10.3,481,51.9,145.99637705868057
185,8,4.8,388,44.6,129.68371960668378
120,6.68,4,211,42.7,122.90952141209304
106,6.68,10.6,340,42.6,115.73493100956382
202,8.66,10.8,254,47.3,135.92732736589343
134,7.14,9.9,376,54.1,141.3417197541878
238,8.44,2,252,44.5,133.12151098075267
187,8.24,0.2,345,44.2,129.1087161293323
198,8.58,3.8,254,48.7,140.0399830882064
200,7.83,7.4,420,30,102.71661363667828
148,7.22,9,227,44.8,124.54194709443092
201,8.57,3.8,204,64.2,175.29558920248658
144,7.69,8.5,402,38.6,112.83111837271274
109,7.06,10.7,279,44.3,126.53567122609697
141,7.78,8.8,232,33,105.54624200514968
267,9.01,0.7,390,35.2,114.67279896001676
161,7.94,11.1,219,46.6,132.55432619322585
192,8.03,7.2,300,35.7,114.22794933555784
160,7.5,7.2,187,38.6,118.10761174475378
144,7.07,8.6,284,49.5,130.9930643578973
127,6.58,12.3,368,45.5,130.7421892167141
189,8.44,4.9,256,41.9,131.15588530875556
160,7.37,5,288,56.2,148.19935633068877
196,8.02,13.6,426,43.5,126.97123618958612
217,9.33,3.9,372,63.4,172.12290528892663
165,8.16,6.4,316,37.2,115.01399782281965
186,8.44,8.3,199,44.6,132.8797188764917
259,9.33,0.4,303,46.5,139.85672562986113
184,7.51,4.3,460,40.6,119.13401399640868
217,8.42,2.3,305,41.4,127.8576152053928
224,8.74,0.2,384,36,111.2922630428383
177,8.24,3.2,284,51.4,143.01711390519637
166,8.02,6.2,318,52.4,145.18883454252577
207,8.77,2.7,288,40.7,123.68379872536464
112,7.4,11.8,281,57,153.1219324805741
147,7.58,7.8,50,39.1,115.20898871575594
143,8.27,5.5,363,46.8,134.09163969245446
124,7.12,11.4,396,44.7,127.37802360105972
156,7.82,4.9,96,36.9,114.56858814612302
